e_code,injury_desc_long,injury_desc_short
878.4,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-plast surg NEC
878.5,"Amputation of limb(s) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-limb amputat
878.6,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn reac-organ rem NEC
878.8,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NEC
878.9,"Unspecified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NOS
879,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-cardiac cath
879.1,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-renal dialysis
879.2,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-radiotherapy
879.3,"Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-shock therapy
879.4,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-fluid aspirat
879.5,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure",Abn react-gastric sound
879.6,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-urinary cath
879.7,"Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-blood sampling
879.8,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NEC
879.9,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NOS
880,Accidental fall on or from escalator,Fall on escalator
880.1,Accidental fall on or from sidewalk curb,Fall on sidewalk curb
880.9,Accidental fall on or from other stairs or steps,Fall on stair/step NEC
881,Accidental fall from ladder,Fall from ladder
881.1,Accidental fall from scaffolding,Fall from scaffolding
882,Accidental fall from or out of building or other structure,Fall from building
883,Accident from diving or jumping into water [swimming pool],Diving accident
883.1,Accidental fall into well,Fall into well
883.2,Accidental fall into storm drain or manhole,Fall into storm drain
883.9,Accidental fall into other hole or other opening in surface,Fall into other hole
884,Accidental fall from playground equipment,Fall from playgrnd equip
884.1,Accidental fall from cliff,Fall from cliff
884.2,Accidental fall from chair,Fall from chair
884.3,Accidental fall from wheelchair,Fall from wheelchair
884.4,Accidental fall from bed,Fall from bed
884.5,Accidental fall from other furniture,Fall from furniture NEC
884.6,Accidental fall from commode,Fall from commode
884.9,Other accidental fall from one level to another,Fall-1 level to oth NEC
885,Fall from (nonmotorized) scooter,Fall-nonmotor scooter
885.1,Fall from roller skates,Fall from roller skates
885.2,Fall from skateboard,Fall from skateboard
885.3,Fall from skis,Fall from skis
885.4,Fall from snowboard,Fall from snowboard
885.9,"Fall from other slipping, tripping, or stumbling",Fall from slipping NEC
886,"Fall on same level from collision, pushing, or shoving, by or with other person in sports",Fall in sports
886.9,"Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person",Fall on level NEC/NOS
887,"Fracture, cause unspecified","Fracture, cause NOS"
888,Fall resulting in striking against sharp object,Fall striking sharp obj
888.1,Fall resulting in striking against other object,Fall striking object NEC
888.8,Other fall,Fall NEC
888.9,Unspecified fall,Fall NOS
890,Explosion caused by conflagration in private dwelling,Privat dwell fire-explos
890.1,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in private dwelling,Priv dwel fire-pvc fumes
890.2,Other smoke and fumes from conflagration in private dwelling,Priv dwel fire-fumes NOS
890.3,Burning caused by conflagration in private dwelling,Priv dwel fire-burning
890.8,Other accident resulting from conflagration in private dwelling,Priv dwel fire-accid NEC
890.9,Unspecified accident resulting from conflagration in private dwelling,Priv dwel fire-accid NOS
891,Explosion caused by conflagration in other and unspecified building or structure,Fire in bldg-explosion
891.1,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in other and unspecified building or structure,Fire in bldg-pvc fumes
891.2,Other smoke and fumes from conflagration in other and unspecified building or structure,Fire in bldg-fumes NOS
891.3,Burning caused by conflagration in other and unspecified building or structure,Fire in bldg-burning
891.8,Other accident resulting from conflagration in other and unspecified building or structure,Fire in bldg-accid NEC
891.9,Unspecified accident resulting from conflagration of other and unspecified building or structure,Fire in bldg-accid NOS
892,Conflagration not in building or structure,Fire not in building
893,Accident caused by ignition of clothing from controlled fire in private dwelling,Clothing fire-priv dwell
893.1,Accident caused by ignition of clothing from controlled fire in other building or structure,Clothing fire-bldg NEC
893.2,Accident caused by ignition of clothing from controlled fire not in building or structure,Clothing fire not in bld
893.8,Accident caused by ignition of clothing from other specified sources,Clothing fire NEC
893.9,Accident caused by ignition of clothing by unspecified source,Clothing fire NOS
894,Ignition of highly inflammable material,Fire-highly inflam mater
895,Accident caused by controlled fire in private dwelling,Burn acc in privat dwell
896,Accident caused by controlled fire in other and unspecified building or structure,Burn acc in bldg NEC
897,Accident caused by controlled fire not in building or structure,Burn acc not in bldg
898,Accident caused by burning bedclothes,Burning bedclothes
898.1,Accident caused by other burning materials,Fire accident NEC
899,Accident caused by unspecified fire,Fire accident NOS
900,Accident caused by excessive heat due to weather conditions,Excessive heat: weather
900.1,Accidents due to excessive heat of man-made origin,"Excessive heat, man-made"
900.9,Accidents due to excessive heat of unspecified origin,Excessive heat NOS
901,Accident due to excessive cold due to weather conditions,Excessive cold: weather
901.1,Accident due to excessive cold of man-made origin,"Excessive cold, man-made"
901.8,Accident due to excessive cold of other specified origin,Excessive cold NEC
901.9,Accident due to excessive cold of unspecified origin,Excessive cold NOS
902,Accident due to residence or prolonged visit at high altitude,High altitude residence
902.1,Accident due to changes in air pressure in aircraft,Air press chnge: aircrft
902.2,Accident due to changes in air pressure due to diving,Air press change: diving
902.8,Accident due to changes in air pressure due to other specified causes,Air pressure change NEC
902.9,Accident due to changes in air pressure from unspecified cause,Air pressure change NOS
903,Accident caused by travel and motion,Travel and motion
904,Accident due to abandonment or neglect of infants and helpless persons,Abandonment/lack of care
904.1,Accident due to lack of food,Lack of food
904.2,Accident due to lack of water,Lack of water
904.3,"Accident due to exposure (to weather conditions), not elsewhere classifiable",Exposure NEC
904.9,"Accident due to privation, unqualified",Privation NOS
905,Venomous snakes and lizards causing poisoning and toxic reactions,Venomous snake bite
905.1,Venomous spiders causing poisoning and toxic reactions,Venomous spider bite
905.2,Scorpion sting causing poisoning and toxic reactions,Scorpion sting
905.3,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",Hornet/wasp/bee sting
905.4,Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions,Centipede bite
905.5,Other venomous arthropods causing poisoning and toxic reactions,Venomous arthropods NEC
905.6,Venomous marine animals and plants causing poisoning and toxic reactions,Venom sea animals/plants
905.7,Poisoning and toxic reactions caused by other plants,Poisoning by other plant
905.8,Poisoning and toxic reactions caused by other specified animals and plants,Venomous bite/sting NEC
905.9,Poisoning and toxic reactions caused by unspecified animals and plants,Venomous bite/sting NOS
906,Dog bite,Dog bite
906.1,Rat bite,Rat bite
906.2,Bite of nonvenomous snakes and lizards,Nonvenomous snake bite
906.3,Bite of other animal except arthropod,Animal bite NEC
906.4,Bite of nonvenomous arthropod,Nonvenom arthropod bite
906.5,Bite by unspecified animal,Animal bite NOS
906.8,Other specified injury caused by animal,Inj NEC caused by animal
906.9,Unspecified injury caused by animal,Inj NOS caused by animal
907,Accident due to lightning,Acc due to lightning
908,Hurricane,Accident d/t hurricane
908.1,Tornado,Accident d/t tornado
908.2,Floods,Accident d/t floods
908.3,Blizzard (snow) (ice),Acc d/t snow blizzard
908.4,Dust storm,Accident d/t dust storm
908.8,Other cataclysmic storms,Accident d/t storm NEC
908.9,"Unspecified cataclysmic storms, and floods resulting from storms",Acc d/t storm/flood NOS
909,Earthquakes,Acc d/t earthquakes
909.1,Volcanic eruptions,Acc d/t volcanic erupt
909.2,"Avalanche, landslide, or mudslide",Acc d/t avalanche
909.3,Collapse of dam or man-made structure,Acc d/t dam collapse
909.4,Tidalwave caused by earthquake,Acc d/t tidalwave NOS
909.8,Other cataclysmic earth surface movements and eruptions,Acc d/t eruptions NEC
909.9,Unspecified cataclysmic earth surface movements and eruptions,Acc d/t eruptions NOS
910,Accidental drowning and submersion while water-skiing,Water-skiing accident
910.1,Accidental drowning and submersion while engaged in other sport or recreational activity with diving equipment,Skin/scuba diving acc
910.2,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment,Swimming accident NOS
910.3,Accidental drowning and submersion while swimming or diving for purposes other than recreation or sport,Swimming/diving acc NEC
910.4,Accidental drowning and submersion in bathtub,Drowning in bathtub
910.8,Other accidental drowning or submersion,Accidental drowning NEC
910.9,Unspecified accidental drowning or submersion,Accidental drowning NOS
911,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,Resp obstr-food inhal
912,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,Resp obstr-inhal obj NEC
913,Accidental mechanical suffocation in bed or cradle,Suffocat in bed/cradle
913.1,Accidental mechanical suffocation by plastic bag,Suffocation-plastic bag
913.2,Accidental mechanical suffocation due to lack of air (in closed place),Suffocation-lack of air
913.3,Accidental mechanical suffocation by falling earth or other substance,Cave-in NOS
913.8,Accidental mechanical suffocation by other specified means,Suffocation NEC
913.9,Accidental mechanical suffocation by unspecified means,Suffocation NOS
914,Foreign body accidentally entering eye and adnexa,FB entering eye
915,Foreign body accidentally entering other orifice,FB entering oth orifice
916,Struck accidentally by falling object,Struck by falling object
917,Striking against or struck accidentally by objects or persons in sports,Sports acc w/o sub fall
917.1,"Striking against or struck accidentally by a crowd, by collective fear or panic",Crowd w/o sub fall
917.2,Striking against or struck accidentally in running water,Run water w/o sub fall
917.3,Striking against or struck accidentally by furniture without subsequent fall,Furnit w/o sub fall
917.4,Striking against or struck accidentally by other stationary object without subsequent fall,Stat ob w/o sub fall NEC
917.5,Striking against or struck accidentally by object in sports with subsequent fall,Sports acc w sub fall
917.6,"Striking against or struck accidentally caused by a crowd, by collective fear or panic with subsequent fall",Crowd accidnt w sub fall
917.7,Striking against or struck accidentally by furniture with subsequent fall,Furniture acc w sub fall
917.8,Striking against or struck accidentally by other stationary object with subsequent fall,Stat obj w sub fall NEC
917.9,Other accident caused by striking against or being struck accidentally by objects or persons,Obj w-w/o sub fall NEC
918,Caught accidentally in or between objects,Caught between objects
919,Accidents caused by agricultural machines,Machine accid-agricult
919.1,Accidents caused by mining and earth-drilling machinery,Machine accid-mining
919.2,Accidents caused by lifting machines and appliances,Lifting machine accident
919.3,Accidents caused by metalworking machines,Metalworking machine acc
919.4,Accidents caused by woodworking and forming machines,Woodworking machine acc
919.5,"Accidents caused by prime movers, except electrical motors",Prime mover machine acc
919.6,Accidents caused by transmission machinery,Transmission machine acc
919.7,"Accidents caused by earth moving, scraping, and other excavating machines",Earth moving machine acc
919.8,Accidents caused by other specified machinery,Machinery accident NEC
919.9,Accidents caused by unspecified machinery,Machinery accident NOS
920,Accidents caused by powered lawn mower,Acc-powered lawn mower
920.1,Accidents caused by other powered hand tools,Acc-power hand tool NEC
920.2,Accidents caused by powered household appliances and implements,Acc-power house applianc
920.3,"Accidents caused by knives, swords, and daggers",Knife/sword/dagger acc
920.4,Accidents caused by other hand tools and implements,Accid-other hand tools
920.5,Accidents caused by hypodermic needle,Acc-hypodermic needle
920.8,Accidents caused by other specified cutting and piercing instruments or objects,Acc-cutting instrum NEC
920.9,Accidents caused by unspecified cutting and piercing instrument or object,Acc-cutting instrum NOS
921,Accident caused by explosion of boilers,Boiler explosion
921.1,Accident caused by explosion of gas cylinders,Gas cylinder explosion
921.8,Accident caused by explosion of other specified pressure vessels,Press vessel explos NEC
921.9,Accident caused by explosion of unspecified pressure vessel,Press vessel explos NOS
922,Accident caused by handgun,Handgun accident
922.1,Accident caused by shotgun (automatic),Shotgun accident
922.2,Accident caused by hunting rifle,Hunting rifle accident
922.3,Accident caused by military firearms,Military firearm accid
922.4,Accident caused by air gun,Accident - air gun
922.5,Accident caused by paintball gun,Accident-paintball gun
922.8,Accident caused by other specified firearm missile,Firearm accident NEC
922.9,Accident caused by unspecified firearm missile,Firearm accident NOS
923,Accident caused by fireworks,Fireworks accident
923.1,Accident caused by blasting materials,Blasting materials accid
923.2,Accident caused by explosive gases,Explosive gases accident
923.8,Accident caused by other explosive materials,Explosives accident NEC
923.9,Accident caused by unspecified explosive material,Explosives accident NOS
924,"Accident caused by hot liquids and vapors, including steam",Acc-hot liquid & steam
924.1,Accident caused by caustic and corrosive substances,Accid-caustic substance
924.2,Accident caused by hot (boiling) tap water,Acc-hot tap water
924.8,Accident caused by other hot substance or object,Hot substance accid NEC
924.9,Accident caused by unspecified hot substance or object,Hot substance accid NOS
925,Accident caused by domestic wiring and appliances,Domestic wiring accident
925.1,"Accident caused by electric current in electric power generating plants, distribution stations, transmission lines",Electr power generat acc
925.2,"Accident caused by industrial wiring, appliances, and electrical machinery",Indust wiring/machin acc
925.8,Accident caused by other electric current,Electric current acc NEC
925.9,Accident caused by unspecified electric current,Electric current acc NOS
926,Exposure to radiofrequency radiation,Radiofreq radiat exposur
926.1,Exposure to infra-red radiation from heaters and lamps,Infra-red appl rad exos
926.2,Exposure to visible and ultraviolet light sources,Vis/ultraviol lght expos
926.3,Exposure to x-rays and other electromagnetic ionizing radiation,X-ray/gamma ray exposure
926.4,Exposure to lasers,Laser exposure
926.5,Exposure to radioactive isotopes,Radioact isotope exposur
926.8,Exposure to other specified radiation,Radiation exposure NEC
926.9,Exposure to unspecified radiation,Radiation exposure NOS
927,Overexertion from sudden strenuous movement,Overxrt-sudn stren mvmt
927.1,Overexertion from prolonged static position,Overxrt-prolng stc postn
927.2,Excessive physical exertion,Excess physical exert
927.3,Cumulative trauma from repetitive motion,Cumltv trma-repetv motn
927.4,Cumulative trauma from repetitive impact,Cumltv trma-repetv impct
927.8,Other overexertion and strenuous and repetitive movements or loads,Overexert reptv mvmt NEC
927.9,Unspecified overexertion and strenuous and repetitive movements or loads,Overexert reptv mvmt NOS
928,Prolonged stay in weightless environment,Acc d/t weightless envir
928.1,Exposure to noise,Exposure to noise
928.2,Vibration,Exposure to vibration
928.3,Human bite,Human bite - accidental
928.4,External constriction caused by hair,Ext constriction-hair
928.5,External constriction caused by other object,Ext constriction-obj NEC
928.6,Environmental exposure to harmful algae and toxins,Envir expose algae/toxin
928.7,"Environmental and accidental causes, mechanism or component of firearm and air gun",Accidnt-mech firearm/gun
928.8,Other accidents,Accident NEC
928.9,Unspecified accident,Accident NOS
929,Late effects of motor vehicle accident,Late eff motor vehic acc
929.1,Late effects of other transport accident,Late eff transport acc
929.2,Late effects of accidental poisoning,Late eff acc poisoning
929.3,Late effects of accidental fall,Late eff accidental fall
929.4,Late effects of accident caused by fire,Late eff fire acc
929.5,Late effects of accident due to natural and environmental factors,Late eff environment acc
929.8,Late effects of other accidents,Late eff accident NEC
929.9,Late effects of unspecified accident,Late eff accident NOS
930,Penicillins causing adverse effects in therapeutic use,Adv eff penicillins
930.1,Antifungal antibiotics causing adverse effects in therapeutic use,Adv eff antifung antbiot
930.2,Chloramphenicol group causing adverse effects in therapeutic use,Adv eff chloramphenicol
930.3,Erythromycin and other macrolides causing adverse effects in therapeutic use,Adv eff erythromycin
930.4,Tetracycline group causing adverse effects in therapeutic use,Adv eff tetracycline
930.5,Cephalosporin group causing adverse effects in therapeutic use,Adv eff cephalosporin
930.6,Antimycobacterial antibiotics causing adverse effects in therapeutic use,Adv eff antmycob antbiot
930.7,Antineoplastic antibiotics causing adverse effects in therapeutic use,Adv eff antineop antbiot
930.8,Other specified antibiotics causing adverse effects in therapeutic use,Adv eff antibiotics NEC
930.9,Unspecified antibiotic causing adverse effects in therapeutic use,Adv eff antibiotic NOS
931,Sulfonamides causing adverse effects in therapeutic use,Adv eff sulfonamides
931.1,Arsenical anti-infectives causing adverse effects in therapeutic use,Adv eff arsenic anti-inf
931.2,Heavy metal anti-infectives causing adverse effects in therapeutic use,Adv eff metal anti-inf
931.3,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use,Adv eff quinoline
931.4,Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use,Adv eff antimalarials
931.5,Other antiprotozoal drugs causing adverse effects in therapeutic use,Adv eff antprotazoal NEC
931.6,Anthelmintics causing adverse effects in therapeutic use,Adv eff anthelmintics
931.7,Antiviral drugs causing adverse effects in therapeutic use,Adv eff antiviral drugs
931.8,Other antimycobacterial drugs causing adverse effects in therapeutic use,Adv eff antimycobac NEC
931.9,Other and unspecified anti-infectives causing adverse effects in therapeutic use,Adv eff antinfct NEC/NOS
932,Adrenal cortical steroids causing adverse effects in therapeutic use,Adv eff corticosteroids
932.1,Androgens and anabolic congeners causing adverse effects in therapeutic use,Adv eff androgens
932.2,Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use,Adv eff ovarian hormones
932.3,Insulins and antidiabetic agents causing adverse effects in therapeutic use,Adv eff insulin/antidiab
932.4,Anterior pituitary hormones causing adverse effects in therapeutic use,Adv eff ant pituitary
932.5,Posterior pituitary hormones causing adverse effects in therapeutic use,Adv eff post pituitary
932.6,Parathyroid and parathyroid derivatives causing adverse effects in therapeutic use,Adv eff parathyroid
932.7,Thyroid and thyroid derivatives causing adverse effects in therapeutic use,Adv eff thyroid & deriv
932.8,Antithyroid agents causing adverse effects in therapeutic use,Adv eff antithyroid agnt
932.9,Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use,Adv eff hormones NEC/NOS
933,Antiallergic and antiemetic drugs causing adverse effects in therapeutic use,Adv eff anallrg/antemet
933.1,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use,Adv eff antineoplastic
933.2,Acidifying agents causing adverse effects in therapeutic use,Adv eff acidifying agent
933.3,Alkalizing agents causing adverse effects in therapeutic use,Adv eff alkalizing agent
933.4,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff enzymes NEC
933.5,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff vitamins NEC
933.6,Oral bisphosphonates,Oral bisphosphonates
933.7,Intravenous bisphosphonates,IV bisphosphonates
933.8,"Other systemic agents, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff systemic agt NEC
933.9,Unspecified systemic agent causing adverse effects in therapeutic use,Adv eff systemic agt NOS
934,Iron and its compounds causing adverse effects in therapeutic use,Adv eff iron & compounds
934.1,Liver preparations and other antianemic agents causing adverse effects in therapeutic use,Adv eff liver/antianemic
934.2,Anticoagulants causing adverse effects in therapeutic use,Adv eff anticoagulants
934.3,Vitamin k [phytonadione] causing adverse effects in therapeutic use,Adv eff vitamin k
934.4,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use,Adv eff fibrinolysis agt
934.5,Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use,Adv eff coagulants
934.6,Gamma globulin causing adverse effects in therapeutic use,Adv eff gamma globulin
934.7,Natural blood and blood products causing adverse effects in therapeutic use,Adv eff blood products
934.8,Other agents affecting blood constituents causing adverse effects in therapeutic use,Adv eff blood agent NEC
934.9,Unspecified agent affecting blood constituents causing adverse effects in therapeutic use,Adv eff blood agent NOS
935,Heroin causing adverse effects in therapeutic use,Adv eff heroin
935.1,Methadone causing averse effects in therapeutic use,Adv eff methadone
935.2,Other opiates and related narcotics causing adverse effects in therapeutic use,Adv eff opiates
935.3,Salicylates causing adverse effects in therapeutic use,Adv eff salicylates
935.4,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff arom analgsc NEC
935.5,Pyrazole derivatives causing adverse effects in therapeutic use,Adv eff pyrazole deriv
935.6,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use,Adv eff antirheumatics
935.7,Other non-narcotic analgesics causing adverse effects in therapeutic use,Adv eff non-narc analgsc
935.8,Other specified analgesics and antipyretics causing adverse effects in therapeutic use,Adv eff analgesics NEC
935.9,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use,Adv eff analgesic NOS
936,Oxazolidine derivatives causing adverse effects in therapeutic use,Adv eff oxazolidin deriv
936.1,Hydantoin derivatives causing adverse effects in therapeutic use,Adv eff hydantoin deriv
936.2,Succinimides causing adverse effects in therapeutic use,Adv eff succinimides
936.3,Other and unspecified anticonvulsants causing adverse effects in therapeutic use,Adv eff antconvl NEC/NOS
936.4,Anti-parkinsonism drugs causing adverse effects in therapeutic use,Adv eff anti-parkinson
937,Barbiturates causing adverse effects in therapeutic use,Adv eff barbiturates
937.1,Chloral hydrate group causing adverse effects in therapeutic use,Adv eff chloral hydrate
937.2,Paraldehyde causing adverse effects in therapeutic use,Adv eff paraldehyde
937.3,Bromine compounds causing adverse effects in therapeutic use,Adv eff bromine compnds
937.4,Methaqualone compounds causing adverse effects in therapeutic use,Adv eff methaqualone
937.5,Glutethimide group causing adverse effects in therapeutic use,Adv eff glutethimide
937.6,"Mixed sedatives, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff mix sedative
937.8,Other sedatives and hypnotics causing adverse effects in therapeutic use,Adv eff sedat/hypnot NEC
937.9,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use,Adv eff sedat/hypnot NOS
938,Central nervous system muscle-tone depressants causing adverse effects in therapeutic use,Adv eff cns muscl depres
938.1,Halothane causing adverse effects in therapeutic use,Adv eff halothane
938.2,Other gaseous anesthetics causing adverse effects in therapeutic use,Adv eff gas anesthet NEC
938.3,Intravenous anesthetics causing adverse effects in therapeutic use,Adv eff intraven anesth
938.4,Other and unspecified general anesthetics causing adverse effects in therapeutic use,Adv eff gen anes NEC/NOS
938.5,Surface and infiltration anesthetics causing adverse effects in therapeutic use,Adv eff topic/infil anes
938.6,Peripheral nerve- and plexus-blocking anesthetics causing adverse effects in therapeutic use,Adv eff nerve-block anes
938.7,Spinal anesthetics causing adverse effects in therapeutic use,Adv eff spinal anesthet
938.9,Other and unspecified local anesthetics causing adverse effects in therapeutic use,Adv eff loc anes NEC/NOS
939,Antidepressants causing adverse effects in therapeutic use,Adv eff antidepressants
939.1,Phenothiazine-based tranquilizers causing adverse effects in therapeutic use,Adv eff phenothiaz tranq
939.2,Butyrophenone-based tranquilizers causing adverse effects in therapeutic use,Adv eff butyrophen tranq
939.3,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use",Adv eff antipsychotc NEC
939.4,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,Adv eff benzodiaz tranq
939.5,Other tranquilizers causing adverse effects in therapeutic use,Adv eff tranquilizer NEC
939.6,Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use,Adv eff hallucinogens
939.7,Psychostimulants causing adverse effects in therapeutic use,Adv eff psychostimulants
939.8,Other psychotropic agents causing adverse effects in therapeutic use,Adv eff psychotropic NEC
939.9,Unspecified psychotropic agent causing adverse effects in therapeutic use,Adv eff psychotropic NOS
940,Analeptics causing adverse effects in therapeutic use,Adv eff analeptics
940.1,Opiate antagonists causing adverse effects in therapeutic use,Adv eff opiat antagonist
940.8,Other specified central nervous system stimulants causing adverse effects in therapeutic use,Adv eff cns stimulnt NEC
940.9,Unspecified central nervous system stimulant causing adverse effects in therapeutic use,Adv eff cns stimulnt NOS
941,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use,Adv eff cholinergics
941.1,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use,Adv eff parasympatholytc
941.2,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use,Adv eff sympathomimetics
941.3,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,Adv eff sympatholytics
941.9,Unspecified drug primarily affecting the autonomic nervous system causing adverse effects in therapeutic use,Adv eff autonom agnt NOS
942,Cardiac rhythm regulators causing adverse effects in therapeutic use,Adv eff card rhyth regul
942.1,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use,Adv eff cardiotonics
942.2,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use,Adv eff antilipemics
942.3,Ganglion-blocking agents causing adverse effects in therapeutic use,Adv eff ganglion-block
942.4,Coronary vasodilators causing adverse effects in therapeutic use,Adv eff coronary vasodil
942.5,Other vasodilators causing adverse effects in therapeutic use,Adv eff vasodilators NEC
942.6,Other antihypertensive agents causing adverse effects in therapeutic use,Adv eff antihyperten agt
942.7,"Antivaricose drugs, including sclerosing agents, causing adverse effects in therapeutic use",Adv eff antivaricose
942.8,Capillary-active drugs causing adverse effects in therapeutic use,Adv eff capillary-act
942.9,Other and unspecified agents primarily affecting the cardiovascular system causing adverse effects in therapeutic use,Adv eff cardiovasc NEC
943,Antacids and antigastric secretion drugs causing adverse effects in therapeutic use,Adv eff antacids
943.1,Irritant cathartics causing adverse effects in therapeutic use,Adv eff irrit cathartic
943.2,Emollient cathartics causing adverse effects in therapeutic use,Adv eff emoll cathartics
943.3,"Other cathartics, including intestinal atonia drugs, causing adverse effects in therapeutic use",Adv eff cathartics NEC
943.4,Digestants causing adverse effects in therapeutic use,Adv eff digestants
943.5,Antidiarrheal drugs causing adverse effects in therapeutic use,Adv eff antidiarrhea agt
943.6,Emetics causing adverse effects in therapeutic use,Adv eff emetics
943.8,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use,Adv eff GI agent NEC
943.9,Unspecified agent primarily affecting the gastrointestinal system causing adverse effects in therapeutic use,Adv eff GI agent NOS
944,Mercurial diuretics causing adverse effects in therapeutic use,Adv eff mercury diuretic
944.1,Purine derivative diuretics causing adverse effects in therapeutic use,Adv eff purine diuretics
944.2,Carbonic acid anhydrase inhibitors causing adverse effects in therapeutic use,Adv eff acetazolamide
944.3,Saluretics causing adverse effects in therapeutic use,Adv eff saluretics
944.4,Other diuretics causing adverse effects in therapeutic use,Adv eff diuretics NEC
944.5,"Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use",Adv eff electrolyte agnt
944.6,"Other mineral salts, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff mineral salt NEC
944.7,Uric acid metabolism drugs causing adverse effects in therapeutic use,Adv eff uric acid metab
945,Oxytocic agents causing adverse effects in therapeutic use,Adv eff oxytocic agents
945.1,Smooth muscle relaxants causing adverse effects in therapeutic use,Adv eff smooth musc relx
945.2,Skeletal muscle relaxants causing adverse effects in therapeutic use,Adv eff skelet musc relx
945.3,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use,Adv eff musc agt NEC/NOS
945.4,Antitussives causing adverse effects in therapeutic use,Adv eff antitussives
945.5,Expectorants causing adverse effects in therapeutic use,Adv eff expectorants
945.6,Anti-common cold drugs causing adverse effects in therapeutic use,Adv eff anti-common cold
945.7,Antiasthmatics causing adverse effects in therapeutic use,Adv eff antiasthmatics
945.8,Other and unspecified respiratory drugs causing adverse effects in therapeutic use,Adv eff resp drg NEC/NOS
946,Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use,Adv eff loc anti-infectv
946.1,Antipruritics causing adverse effects in therapeutic use,Adv eff antipruritics
946.2,Local astringents and local detergents causing adverse effects in therapeutic use,Adv eff local astringent
946.3,"Emollients, demulcents, and protectants causing adverse effects in therapeutic use",Adv eff emollient/demulc
946.4,"Keratolytics, keratoplastics, other hair treatment drugs and preparations causing adverse effects in therapeutic use",Adv eff hair/scalp prep
946.5,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use,Adv eff eye anti-inf/drg
946.6,"Anti-infectives and other drugs and preparations for ear, nose, and throat causing adverse effects in therapeutic use",Adv eff ent anti-inf/drg
