E_CODE,DIAGNOSIS CODE,LONG DESC,SHORT DESC
871.0,8710,Foreign object left in body during surgical operation,Post-surgical forgn body
871.1,8711,Foreign object left in body during infusion or transfusion,Postinfusion foreign bdy
871.2,8712,Foreign object left in body during kidney dialysis or other perfusion,Postperfusion forgn body
871.3,8713,Foreign object left in body during injection or vaccination,Postinjection forgn body
871.4,8714,Foreign object left in body during endoscopic examination,Postendoscopy forgn body
871.5,8715,"Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization",Postcatheter forgn body
871.6,8716,Foreign object left in body during heart catheterization,FB post heart catheter
871.7,8717,Foreign object left in body during removal of catheter or packing,FB post-catheter removal
871.8,8718,Foreign object left in body during other specified procedures,Post-op foreign body NEC
871.9,8719,Foreign object left in body during unspecified procedure,Post-op foreign body NOS
872.0,8720,Failure of sterile precautions during surgical operation,Failure sterile surgery
872.1,8721,Failure of sterile precautions during infusion or transfusion,Failure sterile infusion
872.2,8722,Failure of sterile precautions during kidney dialysis and other perfusion,Fail sterile perfusn NEC
872.3,8723,Failure of sterile precautions during injection or vaccination,Fail sterile injection
872.4,8724,Failure of sterile precautions during endoscopic examination,Fail sterile endoscopy
872.5,8725,"Failure of sterile precautions during aspiration of fluid or tissue, puncture, and catheterization",Fail sterile catheter
872.6,8726,Failure of sterile precautions during heart catheterization,Fail sterile heart cath
872.8,8728,Failure of sterile precautions during other specified procedures,Fail sterile proced NEC
872.9,8729,Failure of sterile precautions during unspecified procedure,Fail sterile proced NOS
873.0,8730,Excessive amount of blood or other fluid during transfusion or infusion,Excess fluid in infusion
873.1,8731,Incorrect dilution of fluid during infusion,Incor dilut infusn fluid
873.2,8732,Overdose of radiation in therapy,Therap radiation overdos
873.3,8733,Inadvertent exposure of patient to radiation during medical care,Inadv radiat exp-medical
873.4,8734,Failure in dosage in electroshock or insulin-shock therapy,Dosag fail-shock therapy
873.5,8735,Inappropriate [too hot or too cold] temperature in local application and packing,Wrng temp in applic/pack
873.6,8736,Nonadministration of necessary drug or medicinal substance,Nonadmin necess medicine
873.8,8738,Other specified failure in dosage,Failure in dosage NEC
873.9,8739,Unspecified failure in dosage,Failure in dosage NOS
874.0,8740,Mechanical failure of instrument or apparatus during surgical operation,Instrmnt fail in surgery
874.1,8741,Mechanical failure of instrument or apparatus during infusion and transfusion,Instrumnt fail-infusion
874.2,8742,Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion,Instrmnt fail-perfus NEC
874.3,8743,Mechanical failure of instrument or apparatus during endoscopic examination,Instrumnt fail-endoscopy
874.4,8744,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization",Instrmnt fail-catheteriz
874.5,8745,Mechanical failure of instrument or apparatus during heart catheterization,Instrmnt fail-heart cath
874.8,8748,Mechanical failure of instrument or apparatus during other specified procedures,Instrmnt fail-proced NEC
874.9,8749,Mechanical failure of instrument or apparatus during unspecified procedure,Instrmnt fail-proced NOS
875.0,8750,Contaminated substance transfused or infused,Contaminated transfusion
875.1,8751,Contaminated substance injected or used for vaccination,Contaminated injection
875.2,8752,Contaminated drug or biological substance administered by other means,Contaminated drug NEC
875.8,8758,Misadventure to patient from other contamination,Contamination NEC
875.9,8759,Misadventure to patient from unspecified contamination,Contamination NOS
876.0,8760,Mismatched blood in transfusion,Mismatch blood-transfusn
876.1,8761,Wrong fluid in infusion,Wrong fluid in infusion
876.2,8762,Failure in suture and ligature during surgical operation,Failure in suture
876.3,8763,Endotracheal tube wrongly placed during anesthetic procedure,Misplaced endotrach tube
876.4,8764,Failure to introduce or to remove other tube or instrument,Fail introd/remove tube
876.5,8765,Performance of wrong operation (procedure) on correct patient,Perfrm wrong op/right pt
876.6,8766,Performance of operation (procedure) on patient not scheduled for surgery,Proc-pt not sched surg
876.7,8767,Performance of correct operation (procedure) on wrong side/body part,Rt proc-wrong side/part
876.8,8768,Other specified misadventures during medical care,Medical misadventure NEC
876.9,8769,Unspecified misadventure during medical care,Medical misadventure NOS
878.0,8780,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-org transplant
878.1,8781,"Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation",Abn react-artif implant
878.2,8782,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-anastom/graft
878.3,8783,"Surgical operation with formation of external stoma causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-external stoma
878.4,8784,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-plast surg NEC
878.5,8785,"Amputation of limb(s) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-limb amputat
878.6,8786,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn reac-organ rem NEC
878.8,8788,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NEC
878.9,8789,"Unspecified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",Abn react-surg proc NOS
879.0,8790,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-cardiac cath
879.1,8791,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-renal dialysis
879.2,8792,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-radiotherapy
879.3,8793,"Shock therapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-shock therapy
879.4,8794,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-fluid aspirat
879.5,8795,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure of time of procedure",Abn react-gastric sound
879.6,8796,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-urinary cath
879.7,8797,"Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-blood sampling
879.8,8798,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NEC
879.9,8799,"Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",Abn react-procedure NOS
880.0,8800,Accidental fall on or from escalator,Fall on escalator
880.1,8801,Accidental fall on or from sidewalk curb,Fall on sidewalk curb
880.9,8809,Accidental fall on or from other stairs or steps,Fall on stair/step NEC
881.0,8810,Accidental fall from ladder,Fall from ladder
881.1,8811,Accidental fall from scaffolding,Fall from scaffolding
882.0,8820,Accidental fall from or out of building or other structure,Fall from building
883.0,8830,Accident from diving or jumping into water [swimming pool],Diving accident
883.1,8831,Accidental fall into well,Fall into well
883.2,8832,Accidental fall into storm drain or manhole,Fall into storm drain
883.9,8839,Accidental fall into other hole or other opening in surface,Fall into other hole
884.0,8840,Accidental fall from playground equipment,Fall from playgrnd equip
884.1,8841,Accidental fall from cliff,Fall from cliff
884.2,8842,Accidental fall from chair,Fall from chair
884.3,8843,Accidental fall from wheelchair,Fall from wheelchair
884.4,8844,Accidental fall from bed,Fall from bed
884.5,8845,Accidental fall from other furniture,Fall from furniture NEC
884.6,8846,Accidental fall from commode,Fall from commode
884.9,8849,Other accidental fall from one level to another,Fall-1 level to oth NEC
885.0,8850,Fall from (nonmotorized) scooter,Fall-nonmotor scooter
885.1,8851,Fall from roller skates,Fall from roller skates
885.2,8852,Fall from skateboard,Fall from skateboard
885.3,8853,Fall from skis,Fall from skis
885.4,8854,Fall from snowboard,Fall from snowboard
885.9,8859,"Fall from other slipping, tripping, or stumbling",Fall from slipping NEC
886.0,8860,"Fall on same level from collision, pushing, or shoving, by or with other person in sports",Fall in sports
886.9,8869,"Other and unspecified falls on same level from collision, pushing, or shoving, by or with other person",Fall on level NEC/NOS
887.0,8870,"Fracture, cause unspecified","Fracture, cause NOS"
888.0,8880,Fall resulting in striking against sharp object,Fall striking sharp obj
888.1,8881,Fall resulting in striking against other object,Fall striking object NEC
888.8,8888,Other fall,Fall NEC
888.9,8889,Unspecified fall,Fall NOS
890.0,8900,Explosion caused by conflagration in private dwelling,Privat dwell fire-explos
890.1,8901,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in private dwelling,Priv dwel fire-pvc fumes
890.2,8902,Other smoke and fumes from conflagration in private dwelling,Priv dwel fire-fumes NOS
890.3,8903,Burning caused by conflagration in private dwelling,Priv dwel fire-burning
890.8,8908,Other accident resulting from conflagration in private dwelling,Priv dwel fire-accid NEC
890.9,8909,Unspecified accident resulting from conflagration in private dwelling,Priv dwel fire-accid NOS
891.0,8910,Explosion caused by conflagration in other and unspecified building or structure,Fire in bldg-explosion
891.1,8911,Fumes from combustion of polyvinylchloride [pvc] and similar material in conflagration in other and unspecified building or structure,Fire in bldg-pvc fumes
891.2,8912,Other smoke and fumes from conflagration in other and unspecified building or structure,Fire in bldg-fumes NOS
891.3,8913,Burning caused by conflagration in other and unspecified building or structure,Fire in bldg-burning
891.8,8918,Other accident resulting from conflagration in other and unspecified building or structure,Fire in bldg-accid NEC
891.9,8919,Unspecified accident resulting from conflagration of other and unspecified building or structure,Fire in bldg-accid NOS
892.0,8920,Conflagration not in building or structure,Fire not in building
893.0,8930,Accident caused by ignition of clothing from controlled fire in private dwelling,Clothing fire-priv dwell
893.1,8931,Accident caused by ignition of clothing from controlled fire in other building or structure,Clothing fire-bldg NEC
893.2,8932,Accident caused by ignition of clothing from controlled fire not in building or structure,Clothing fire not in bld
893.8,8938,Accident caused by ignition of clothing from other specified sources,Clothing fire NEC
893.9,8939,Accident caused by ignition of clothing by unspecified source,Clothing fire NOS
894.0,8940,Ignition of highly inflammable material,Fire-highly inflam mater
895.0,8950,Accident caused by controlled fire in private dwelling,Burn acc in privat dwell
896.0,8960,Accident caused by controlled fire in other and unspecified building or structure,Burn acc in bldg NEC
897.0,8970,Accident caused by controlled fire not in building or structure,Burn acc not in bldg
898.0,8980,Accident caused by burning bedclothes,Burning bedclothes
898.1,8981,Accident caused by other burning materials,Fire accident NEC
899.0,8990,Accident caused by unspecified fire,Fire accident NOS
900.0,9000,Accident caused by excessive heat due to weather conditions,Excessive heat: weather
900.1,9001,Accidents due to excessive heat of man-made origin,"Excessive heat, man-made"
900.9,9009,Accidents due to excessive heat of unspecified origin,Excessive heat NOS
901.0,9010,Accident due to excessive cold due to weather conditions,Excessive cold: weather
901.1,9011,Accident due to excessive cold of man-made origin,"Excessive cold, man-made"
901.8,9018,Accident due to excessive cold of other specified origin,Excessive cold NEC
901.9,9019,Accident due to excessive cold of unspecified origin,Excessive cold NOS
902.0,9020,Accident due to residence or prolonged visit at high altitude,High altitude residence
902.1,9021,Accident due to changes in air pressure in aircraft,Air press chnge: aircrft
902.2,9022,Accident due to changes in air pressure due to diving,Air press change: diving
902.8,9028,Accident due to changes in air pressure due to other specified causes,Air pressure change NEC
902.9,9029,Accident due to changes in air pressure from unspecified cause,Air pressure change NOS
903.0,9030,Accident caused by travel and motion,Travel and motion
904.0,9040,Accident due to abandonment or neglect of infants and helpless persons,Abandonment/lack of care
904.1,9041,Accident due to lack of food,Lack of food
904.2,9042,Accident due to lack of water,Lack of water
904.3,9043,"Accident due to exposure (to weather conditions), not elsewhere classifiable",Exposure NEC
904.9,9049,"Accident due to privation, unqualified",Privation NOS
905.0,9050,Venomous snakes and lizards causing poisoning and toxic reactions,Venomous snake bite
905.1,9051,Venomous spiders causing poisoning and toxic reactions,Venomous spider bite
905.2,9052,Scorpion sting causing poisoning and toxic reactions,Scorpion sting
905.3,9053,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",Hornet/wasp/bee sting
905.4,9054,Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions,Centipede bite
905.5,9055,Other venomous arthropods causing poisoning and toxic reactions,Venomous arthropods NEC
905.6,9056,Venomous marine animals and plants causing poisoning and toxic reactions,Venom sea animals/plants
905.7,9057,Poisoning and toxic reactions caused by other plants,Poisoning by other plant
905.8,9058,Poisoning and toxic reactions caused by other specified animals and plants,Venomous bite/sting NEC
905.9,9059,Poisoning and toxic reactions caused by unspecified animals and plants,Venomous bite/sting NOS
906.0,9060,Dog bite,Dog bite
906.1,9061,Rat bite,Rat bite
906.2,9062,Bite of nonvenomous snakes and lizards,Nonvenomous snake bite
906.3,9063,Bite of other animal except arthropod,Animal bite NEC
906.4,9064,Bite of nonvenomous arthropod,Nonvenom arthropod bite
906.5,9065,Bite by unspecified animal,Animal bite NOS
906.8,9068,Other specified injury caused by animal,Inj NEC caused by animal
906.9,9069,Unspecified injury caused by animal,Inj NOS caused by animal
907.0,9070,Accident due to lightning,Acc due to lightning
908.0,9080,Hurricane,Accident d/t hurricane
908.1,9081,Tornado,Accident d/t tornado
908.2,9082,Floods,Accident d/t floods
908.3,9083,Blizzard (snow) (ice),Acc d/t snow blizzard
908.4,9084,Dust storm,Accident d/t dust storm
908.8,9088,Other cataclysmic storms,Accident d/t storm NEC
908.9,9089,"Unspecified cataclysmic storms, and floods resulting from storms",Acc d/t storm/flood NOS
909.0,9090,Earthquakes,Acc d/t earthquakes
909.1,9091,Volcanic eruptions,Acc d/t volcanic erupt
909.2,9092,"Avalanche, landslide, or mudslide",Acc d/t avalanche
909.3,9093,Collapse of dam or man-made structure,Acc d/t dam collapse
909.4,9094,Tidalwave caused by earthquake,Acc d/t tidalwave NOS
909.8,9098,Other cataclysmic earth surface movements and eruptions,Acc d/t eruptions NEC
909.9,9099,Unspecified cataclysmic earth surface movements and eruptions,Acc d/t eruptions NOS
910.0,9100,Accidental drowning and submersion while water-skiing,Water-skiing accident
910.1,9101,Accidental drowning and submersion while engaged in other sport or recreational activity with diving equipment,Skin/scuba diving acc
910.2,9102,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment,Swimming accident NOS
910.3,9103,Accidental drowning and submersion while swimming or diving for purposes other than recreation or sport,Swimming/diving acc NEC
910.4,9104,Accidental drowning and submersion in bathtub,Drowning in bathtub
910.8,9108,Other accidental drowning or submersion,Accidental drowning NEC
910.9,9109,Unspecified accidental drowning or submersion,Accidental drowning NOS
911.0,9110,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,Resp obstr-food inhal
912.0,9120,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,Resp obstr-inhal obj NEC
913.0,9130,Accidental mechanical suffocation in bed or cradle,Suffocat in bed/cradle
913.1,9131,Accidental mechanical suffocation by plastic bag,Suffocation-plastic bag
913.2,9132,Accidental mechanical suffocation due to lack of air (in closed place),Suffocation-lack of air
913.3,9133,Accidental mechanical suffocation by falling earth or other substance,Cave-in NOS
913.8,9138,Accidental mechanical suffocation by other specified means,Suffocation NEC
913.9,9139,Accidental mechanical suffocation by unspecified means,Suffocation NOS
914.0,9140,Foreign body accidentally entering eye and adnexa,FB entering eye
915.0,9150,Foreign body accidentally entering other orifice,FB entering oth orifice
916.0,9160,Struck accidentally by falling object,Struck by falling object
917.0,9170,Striking against or struck accidentally by objects or persons in sports,Sports acc w/o sub fall
917.1,9171,"Striking against or struck accidentally by a crowd, by collective fear or panic",Crowd w/o sub fall
917.2,9172,Striking against or struck accidentally in running water,Run water w/o sub fall
917.3,9173,Striking against or struck accidentally by furniture without subsequent fall,Furnit w/o sub fall
917.4,9174,Striking against or struck accidentally by other stationary object without subsequent fall,Stat ob w/o sub fall NEC
917.5,9175,Striking against or struck accidentally by object in sports with subsequent fall,Sports acc w sub fall
917.6,9176,"Striking against or struck accidentally caused by a crowd, by collective fear or panic with subsequent fall",Crowd accidnt w sub fall
917.7,9177,Striking against or struck accidentally by furniture with subsequent fall,Furniture acc w sub fall
917.8,9178,Striking against or struck accidentally by other stationary object with subsequent fall,Stat obj w sub fall NEC
917.9,9179,Other accident caused by striking against or being struck accidentally by objects or persons,Obj w-w/o sub fall NEC
918.0,9180,Caught accidentally in or between objects,Caught between objects
919.0,9190,Accidents caused by agricultural machines,Machine accid-agricult
919.1,9191,Accidents caused by mining and earth-drilling machinery,Machine accid-mining
919.2,9192,Accidents caused by lifting machines and appliances,Lifting machine accident
919.3,9193,Accidents caused by metalworking machines,Metalworking machine acc
919.4,9194,Accidents caused by woodworking and forming machines,Woodworking machine acc
919.5,9195,"Accidents caused by prime movers, except electrical motors",Prime mover machine acc
919.6,9196,Accidents caused by transmission machinery,Transmission machine acc
919.7,9197,"Accidents caused by earth moving, scraping, and other excavating machines",Earth moving machine acc
919.8,9198,Accidents caused by other specified machinery,Machinery accident NEC
919.9,9199,Accidents caused by unspecified machinery,Machinery accident NOS
920.0,9200,Accidents caused by powered lawn mower,Acc-powered lawn mower
920.1,9201,Accidents caused by other powered hand tools,Acc-power hand tool NEC
920.2,9202,Accidents caused by powered household appliances and implements,Acc-power house applianc
920.3,9203,"Accidents caused by knives, swords, and daggers",Knife/sword/dagger acc
920.4,9204,Accidents caused by other hand tools and implements,Accid-other hand tools
920.5,9205,Accidents caused by hypodermic needle,Acc-hypodermic needle
920.8,9208,Accidents caused by other specified cutting and piercing instruments or objects,Acc-cutting instrum NEC
920.9,9209,Accidents caused by unspecified cutting and piercing instrument or object,Acc-cutting instrum NOS
921.0,9210,Accident caused by explosion of boilers,Boiler explosion
921.1,9211,Accident caused by explosion of gas cylinders,Gas cylinder explosion
921.8,9218,Accident caused by explosion of other specified pressure vessels,Press vessel explos NEC
921.9,9219,Accident caused by explosion of unspecified pressure vessel,Press vessel explos NOS
922.0,9220,Accident caused by handgun,Handgun accident
922.1,9221,Accident caused by shotgun (automatic),Shotgun accident
922.2,9222,Accident caused by hunting rifle,Hunting rifle accident
922.3,9223,Accident caused by military firearms,Military firearm accid
922.4,9224,Accident caused by air gun,Accident - air gun
922.5,9225,Accident caused by paintball gun,Accident-paintball gun
922.8,9228,Accident caused by other specified firearm missile,Firearm accident NEC
922.9,9229,Accident caused by unspecified firearm missile,Firearm accident NOS
923.0,9230,Accident caused by fireworks,Fireworks accident
923.1,9231,Accident caused by blasting materials,Blasting materials accid
923.2,9232,Accident caused by explosive gases,Explosive gases accident
923.8,9238,Accident caused by other explosive materials,Explosives accident NEC
923.9,9239,Accident caused by unspecified explosive material,Explosives accident NOS
924.0,9240,"Accident caused by hot liquids and vapors, including steam",Acc-hot liquid & steam
924.1,9241,Accident caused by caustic and corrosive substances,Accid-caustic substance
924.2,9242,Accident caused by hot (boiling) tap water,Acc-hot tap water
924.8,9248,Accident caused by other hot substance or object,Hot substance accid NEC
924.9,9249,Accident caused by unspecified hot substance or object,Hot substance accid NOS
925.0,9250,Accident caused by domestic wiring and appliances,Domestic wiring accident
925.1,9251,"Accident caused by electric current in electric power generating plants, distribution stations, transmission lines",Electr power generat acc
925.2,9252,"Accident caused by industrial wiring, appliances, and electrical machinery",Indust wiring/machin acc
925.8,9258,Accident caused by other electric current,Electric current acc NEC
925.9,9259,Accident caused by unspecified electric current,Electric current acc NOS
926.0,9260,Exposure to radiofrequency radiation,Radiofreq radiat exposur
926.1,9261,Exposure to infra-red radiation from heaters and lamps,Infra-red appl rad exos
926.2,9262,Exposure to visible and ultraviolet light sources,Vis/ultraviol lght expos
926.3,9263,Exposure to x-rays and other electromagnetic ionizing radiation,X-ray/gamma ray exposure
926.4,9264,Exposure to lasers,Laser exposure
926.5,9265,Exposure to radioactive isotopes,Radioact isotope exposur
926.8,9268,Exposure to other specified radiation,Radiation exposure NEC
926.9,9269,Exposure to unspecified radiation,Radiation exposure NOS
927.0,9270,Overexertion from sudden strenuous movement,Overxrt-sudn stren mvmt
927.1,9271,Overexertion from prolonged static position,Overxrt-prolng stc postn
927.2,9272,Excessive physical exertion,Excess physical exert
927.3,9273,Cumulative trauma from repetitive motion,Cumltv trma-repetv motn
927.4,9274,Cumulative trauma from repetitive impact,Cumltv trma-repetv impct
927.8,9278,Other overexertion and strenuous and repetitive movements or loads,Overexert reptv mvmt NEC
927.9,9279,Unspecified overexertion and strenuous and repetitive movements or loads,Overexert reptv mvmt NOS
928.0,9280,Prolonged stay in weightless environment,Acc d/t weightless envir
928.1,9281,Exposure to noise,Exposure to noise
928.2,9282,Vibration,Exposure to vibration
928.3,9283,Human bite,Human bite - accidental
928.4,9284,External constriction caused by hair,Ext constriction-hair
928.5,9285,External constriction caused by other object,Ext constriction-obj NEC
928.6,9286,Environmental exposure to harmful algae and toxins,Envir expose algae/toxin
928.7,9287,"Environmental and accidental causes, mechanism or component of firearm and air gun",Accidnt-mech firearm/gun
928.8,9288,Other accidents,Accident NEC
928.9,9289,Unspecified accident,Accident NOS
929.0,9290,Late effects of motor vehicle accident,Late eff motor vehic acc
929.1,9291,Late effects of other transport accident,Late eff transport acc
929.2,9292,Late effects of accidental poisoning,Late eff acc poisoning
929.3,9293,Late effects of accidental fall,Late eff accidental fall
929.4,9294,Late effects of accident caused by fire,Late eff fire acc
929.5,9295,Late effects of accident due to natural and environmental factors,Late eff environment acc
929.8,9298,Late effects of other accidents,Late eff accident NEC
929.9,9299,Late effects of unspecified accident,Late eff accident NOS
930.0,9300,Penicillins causing adverse effects in therapeutic use,Adv eff penicillins
930.1,9301,Antifungal antibiotics causing adverse effects in therapeutic use,Adv eff antifung antbiot
930.2,9302,Chloramphenicol group causing adverse effects in therapeutic use,Adv eff chloramphenicol
930.3,9303,Erythromycin and other macrolides causing adverse effects in therapeutic use,Adv eff erythromycin
930.4,9304,Tetracycline group causing adverse effects in therapeutic use,Adv eff tetracycline
930.5,9305,Cephalosporin group causing adverse effects in therapeutic use,Adv eff cephalosporin
930.6,9306,Antimycobacterial antibiotics causing adverse effects in therapeutic use,Adv eff antmycob antbiot
930.7,9307,Antineoplastic antibiotics causing adverse effects in therapeutic use,Adv eff antineop antbiot
930.8,9308,Other specified antibiotics causing adverse effects in therapeutic use,Adv eff antibiotics NEC
930.9,9309,Unspecified antibiotic causing adverse effects in therapeutic use,Adv eff antibiotic NOS
931.0,9310,Sulfonamides causing adverse effects in therapeutic use,Adv eff sulfonamides
931.1,9311,Arsenical anti-infectives causing adverse effects in therapeutic use,Adv eff arsenic anti-inf
931.2,9312,Heavy metal anti-infectives causing adverse effects in therapeutic use,Adv eff metal anti-inf
931.3,9313,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use,Adv eff quinoline
931.4,9314,Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use,Adv eff antimalarials
931.5,9315,Other antiprotozoal drugs causing adverse effects in therapeutic use,Adv eff antprotazoal NEC
931.6,9316,Anthelmintics causing adverse effects in therapeutic use,Adv eff anthelmintics
931.7,9317,Antiviral drugs causing adverse effects in therapeutic use,Adv eff antiviral drugs
931.8,9318,Other antimycobacterial drugs causing adverse effects in therapeutic use,Adv eff antimycobac NEC
931.9,9319,Other and unspecified anti-infectives causing adverse effects in therapeutic use,Adv eff antinfct NEC/NOS
932.0,9320,Adrenal cortical steroids causing adverse effects in therapeutic use,Adv eff corticosteroids
932.1,9321,Androgens and anabolic congeners causing adverse effects in therapeutic use,Adv eff androgens
932.2,9322,Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use,Adv eff ovarian hormones
932.3,9323,Insulins and antidiabetic agents causing adverse effects in therapeutic use,Adv eff insulin/antidiab
932.4,9324,Anterior pituitary hormones causing adverse effects in therapeutic use,Adv eff ant pituitary
932.5,9325,Posterior pituitary hormones causing adverse effects in therapeutic use,Adv eff post pituitary
932.6,9326,Parathyroid and parathyroid derivatives causing adverse effects in therapeutic use,Adv eff parathyroid
932.7,9327,Thyroid and thyroid derivatives causing adverse effects in therapeutic use,Adv eff thyroid & deriv
932.8,9328,Antithyroid agents causing adverse effects in therapeutic use,Adv eff antithyroid agnt
932.9,9329,Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use,Adv eff hormones NEC/NOS
933.0,9330,Antiallergic and antiemetic drugs causing adverse effects in therapeutic use,Adv eff anallrg/antemet
933.1,9331,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use,Adv eff antineoplastic
933.2,9332,Acidifying agents causing adverse effects in therapeutic use,Adv eff acidifying agent
933.3,9333,Alkalizing agents causing adverse effects in therapeutic use,Adv eff alkalizing agent
933.4,9334,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff enzymes NEC
933.5,9335,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff vitamins NEC
933.6,9336,Oral bisphosphonates,Oral bisphosphonates
933.7,9337,Intravenous bisphosphonates,IV bisphosphonates
933.8,9338,"Other systemic agents, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff systemic agt NEC
933.9,9339,Unspecified systemic agent causing adverse effects in therapeutic use,Adv eff systemic agt NOS
934.0,9340,Iron and its compounds causing adverse effects in therapeutic use,Adv eff iron & compounds
934.1,9341,Liver preparations and other antianemic agents causing adverse effects in therapeutic use,Adv eff liver/antianemic
934.2,9342,Anticoagulants causing adverse effects in therapeutic use,Adv eff anticoagulants
934.3,9343,Vitamin k [phytonadione] causing adverse effects in therapeutic use,Adv eff vitamin k
934.4,9344,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use,Adv eff fibrinolysis agt
934.5,9345,Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use,Adv eff coagulants
934.6,9346,Gamma globulin causing adverse effects in therapeutic use,Adv eff gamma globulin
934.7,9347,Natural blood and blood products causing adverse effects in therapeutic use,Adv eff blood products
934.8,9348,Other agents affecting blood constituents causing adverse effects in therapeutic use,Adv eff blood agent NEC
934.9,9349,Unspecified agent affecting blood constituents causing adverse effects in therapeutic use,Adv eff blood agent NOS
935.0,9350,Heroin causing adverse effects in therapeutic use,Adv eff heroin
935.1,9351,Methadone causing averse effects in therapeutic use,Adv eff methadone
935.2,9352,Other opiates and related narcotics causing adverse effects in therapeutic use,Adv eff opiates
935.3,9353,Salicylates causing adverse effects in therapeutic use,Adv eff salicylates
935.4,9354,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff arom analgsc NEC
935.5,9355,Pyrazole derivatives causing adverse effects in therapeutic use,Adv eff pyrazole deriv
935.6,9356,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use,Adv eff antirheumatics
935.7,9357,Other non-narcotic analgesics causing adverse effects in therapeutic use,Adv eff non-narc analgsc
935.8,9358,Other specified analgesics and antipyretics causing adverse effects in therapeutic use,Adv eff analgesics NEC
935.9,9359,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use,Adv eff analgesic NOS
936.0,9360,Oxazolidine derivatives causing adverse effects in therapeutic use,Adv eff oxazolidin deriv
936.1,9361,Hydantoin derivatives causing adverse effects in therapeutic use,Adv eff hydantoin deriv
936.2,9362,Succinimides causing adverse effects in therapeutic use,Adv eff succinimides
936.3,9363,Other and unspecified anticonvulsants causing adverse effects in therapeutic use,Adv eff antconvl NEC/NOS
936.4,9364,Anti-parkinsonism drugs causing adverse effects in therapeutic use,Adv eff anti-parkinson
937.0,9370,Barbiturates causing adverse effects in therapeutic use,Adv eff barbiturates
937.1,9371,Chloral hydrate group causing adverse effects in therapeutic use,Adv eff chloral hydrate
937.2,9372,Paraldehyde causing adverse effects in therapeutic use,Adv eff paraldehyde
937.3,9373,Bromine compounds causing adverse effects in therapeutic use,Adv eff bromine compnds
937.4,9374,Methaqualone compounds causing adverse effects in therapeutic use,Adv eff methaqualone
937.5,9375,Glutethimide group causing adverse effects in therapeutic use,Adv eff glutethimide
937.6,9376,"Mixed sedatives, not elsewhere classified, causing adverse effects in therapeutic use",Adv eff mix sedative
