PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
61.19,6119,Other diagnostic procedures on scrotum and tunica vaginalis,Scrot/tunica dx proc NEC
6.12,612,Excision of hydrocele (of tunica vaginalis),Excision of hydrocele
6.13,613,Excision or destruction of lesion or tissue of scrotum,Scrotal les destruction
61.41,6141,Suture of laceration of scrotum and tunica vaginalis,Suture scrotal lacerat
61.42,6142,Repair of scrotal fistula,Scrotal fistula repair
61.49,6149,Other repair of scrotum and tunica vaginalis,Scrotum/tunic repair NEC
61.91,6191,Percutaneous aspiration of tunica vaginalis,Percut tunica aspiration
61.92,6192,Excision of lesion of tunica vaginalis other than hydrocele,Excision tunica les NEC
61.99,6199,Other operations on scrotum and tunica vaginalis,Scrotum & tunica op NEC
6.2,620,Incision of testis,Incision of testes
62.11,6211,Closed [percutaneous] [needle] biopsy of testis,Closed testicular biopsy
62.12,6212,Open biopsy of testis,Open testicular biopsy
62.19,6219,Other diagnostic procedures on testes,Testes dx procedure NEC
6.22,622,Excision or destruction of testicular lesion,Testicular les destruct
6.23,623,Unilateral orchiectomy,Unilateral orchiectomy
62.41,6241,Removal of both testes at same operative episode,Remove both testes
62.42,6242,Removal of remaining testis,Remove solitary testis
6.25,625,Orchiopexy,Orchiopexy
62.61,6261,Suture of laceration of testis,Suture testicular lacer
62.69,6269,Other repair of testis,Testicular repair NEC
6.27,627,Insertion of testicular prosthesis,Insert testicular prosth
62.91,6291,Aspiration of testis,Aspiration of testes
62.92,6292,Injection of therapeutic substance into testis,Injection into testes
62.99,6299,Other operations on testes,Testicular operation NEC
63.01,6301,"Biopsy of spermatic cord, epididymis, or vas deferens",Spermatic cord/vas biops
63.09,6309,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens",Spermat cord/vas dx NEC
6.31,631,Excision of varicocele and hydrocele of spermatic cord,Exc spermatic varicocele
6.32,632,Excision of cyst of epididymis,Excise epididymis cyst
6.33,633,Excision of other lesion or tissue of spermatic cord and epididymis,Excise cord/epid les NEC
6.34,634,Epididymectomy,Epididymectomy
63.51,6351,Suture of laceration of spermatic cord and epididymis,Suture cord & epid lacer
63.52,6352,Reduction of torsion of testis or spermatic cord,Reduction torsion testes
63.53,6353,Transplantation of spermatic cord,Transplant spermat cord
63.59,6359,Other repair of spermatic cord and epididymis,Cord & epidid repair NEC
6.36,636,Vasotomy,Vasotomy
63.7,6370,"Male sterilization procedure, not otherwise specified",Male sterilization NOS
63.71,6371,Ligation of vas deferens,Ligation of vas deferens
63.72,6372,Ligation of spermatic cord,Spermatic cord ligation
63.73,6373,Vasectomy,Vasectomy
63.81,6381,Suture of laceration of vas deferens and epididymis,Suture vas & epidid lac
63.82,6382,Reconstruction of surgically divided vas deferens,Postop vas reconstruct
63.83,6383,Epididymovasostomy,Epididymovasostomy
63.84,6384,Removal of ligature from vas deferens,Removal vas ligature
63.85,6385,Removal of valve from vas deferens,Remov vas deferens valve
63.89,6389,Other repair of vas deferens and epididymis,Vas & epididy repair NEC
63.91,6391,Aspiration of spermatocele,Spermatocele aspiration
63.92,6392,Epididymotomy,Epididymotomy
63.93,6393,Incision of spermatic cord,Spermatic cord incision
63.94,6394,Lysis of adhesions of spermatic cord,Sperm cord adhesiolysis
63.95,6395,Insertion of valve in vas deferens,Insert valve in vas def
63.99,6399,"Other operations on spermatic card, epididymis, and vas deferens",Cord/epid/vas ops NEC
6.4,640,Circumcision,Circumcision
64.11,6411,Biopsy of penis,Penile biopsy
64.19,6419,Other diagnostic procedures on penis,Penile diagnost proc NEC
6.42,642,Local excision or destruction of lesion of penis,Local excis penile les
6.43,643,Amputation of penis,Amputation of penis
64.41,6441,Suture of laceration of penis,Suture penile laceration
64.42,6442,Release of chordee,Release of chordee
64.43,6443,Construction of penis,Construction of penis
64.44,6444,Reconstruction of penis,Reconstruction of penis
64.45,6445,Replantation of penis,Replantation of penis
64.49,6449,Other repair of penis,Penile repair NEC
6.45,645,"Operations for sex transformation, not elsewhere classified",Sex transformat op NEC
64.91,6491,Dorsal or lateral slit of prepuce,Dorsal/lat slit prepuce
64.92,6492,Incision of penis,Incision of penis
64.93,6493,Division of penile adhesions,Division of penile adhes
64.94,6494,Fitting of external prosthesis of penis,Fit ext penile prosthes
64.95,6495,Insertion or replacement of non-inflatable penile prosthesis,Ins noninfl penis prosth
64.96,6496,Removal of internal prosthesis of penis,Remove int penile prosth
64.97,6497,Insertion or replacement of inflatable penile prosthesis,Ins inflate penis prosth
64.98,6498,Other operations on penis,Penile operation NEC
64.99,6499,Other operations on male genital organs,Male genital op NEC
65.01,6501,Laparoscopic oophorotomy,Laparoscopic oophorotomy
65.09,6509,Other oophorotomy,Other oophorotomy
65.11,6511,Aspiration biopsy of ovary,Ovarian aspirat biopsy
65.12,6512,Other biopsy of ovary,Ovarian biopsy NEC
65.13,6513,Laparoscopic biopsy of ovary,Lap biopsy of ovary
65.14,6514,Other laparoscopic diagnostic procedures on ovaries,Oth lap dx proc ovaries
65.19,6519,Other diagnostic procedures on ovaries,Ovarian dx procedure NEC
65.21,6521,Marsupialization of ovarian cyst,Ovarian cyst marsupializ
65.22,6522,Wedge resection of ovary,Ovarian wedge resection
65.23,6523,Laparoscopic marsupialization of ovarian cyst,Lap marsup ovarian cyst
65.24,6524,Laparoscopic wedge resection of ovary,Lap wedge resect ovary
65.25,6525,Other laparoscopic local excision or destruction of ovary,Oth lap loc exc dest ova
65.29,6529,Other local excision or destruction of ovary,Local destr ova les NEC
65.31,6531,Laparoscopic unilateral oophorectomy,Lap unilat oophorectomy
65.39,6539,Other unilateral oophorectomy,Oth unilat oophorectomy
65.41,6541,Laparoscopic unilateral salpingo-oophorectomy,Lap uni salpingo-oophor
65.49,6549,Other unilateral salpingo-oophorectomy,Oth uni salpingo-oophor
65.51,6551,Other removal of both ovaries at same operative episode,Oth remove both ovaries
65.52,6552,Other removal of remaining ovary,Oth remove remain ovary
65.53,6553,Laparoscopic removal of both ovaries at same operative episode,Lap remove both ovaries
65.54,6554,Laparoscopic removal of remaining ovary,Lap remove remain ovary
65.61,6561,Other removal of both ovaries and tubes at same operative episode,Oth remove ovaries/tubes
65.62,6562,Other removal of remaining ovary and tube,Oth remove rem ova/tube
65.63,6563,Laparoscopic removal of both ovaries and tubes at same operative episode,Lap remove ovaries/tubes
65.64,6564,Laparoscopic removal of remaining ovary and tube,Lap remove rem ova/tube
65.71,6571,Other simple suture of ovary,Oth simple suture ovary
65.72,6572,Other reimplantation of ovary,Oth reimplant of ovary
65.73,6573,Other salpingo-oophoroplasty,Oth salpingo-oophoroplas
65.74,6574,Laparoscopic simple suture of ovary,Lap simple suture ovary
65.75,6575,Laparoscopic reimplantation of ovary,Lap reimplant of ovary
65.76,6576,Laparoscopic salpingo-oophoroplasty,Lap salpingo-oophoroplas
65.79,6579,Other repair of ovary,Repair of ovary NEC
65.81,6581,Laparoscopic lysis of adhesions of ovary and fallopian tube,Lap adhesiolys ova/tube
65.89,6589,Other lysis of adhesions of ovary and fallopian tube,Adhesiolysis ovary/tube
65.91,6591,Aspiration of ovary,Aspiration of ovary
65.92,6592,Transplantation of ovary,Transplantation of ovary
65.93,6593,Manual rupture of ovarian cyst,Manual rupt ovarian cyst
65.94,6594,Ovarian denervation,Ovarian denervation
65.95,6595,Release of torsion of ovary,Ovarian torsion release
65.99,6599,Other operations on ovary,Ovarian operation NEC
66.01,6601,Salpingotomy,Salpingotomy
66.02,6602,Salpingostomy,Salpingostomy
66.11,6611,Biopsy of fallopian tube,Fallopian tube biopsy
66.19,6619,Other diagnostic procedures on fallopian tubes,Fallop tube dx proc NEC
66.21,6621,Bilateral endoscopic ligation and crushing of fallopian tubes,Bilat endosc crush tube
66.22,6622,Bilateral endoscopic ligation and division of fallopian tubes,Bilat endosc divis tube
66.29,6629,Other bilateral endoscopic destruction or occlusion of fallopian tubes,Bilat endos occ tube NEC
66.31,6631,Other bilateral ligation and crushing of fallopian tubes,Bilat tubal crushing NEC
66.32,6632,Other bilateral ligation and division of fallopian tubes,Bilat tubal division NEC
66.39,6639,Other bilateral destruction or occlusion of fallopian tubes,Bilat tubal destruct NEC
6.64,664,Total unilateral salpingectomy,Total unilat salpingect
66.51,6651,Removal of both fallopian tubes at same operative episode,Remove both fallop tubes
66.52,6652,Removal of remaining fallopian tube,Remove solitary fal tube
66.61,6661,Excision or destruction of lesion of fallopian tube,Destroy fallop tube les
66.62,6662,Salpingectomy with removal of tubal pregnancy,Remov tube & ectop preg
66.63,6663,"Bilateral partial salpingectomy, not otherwise specified",Bilat part salpingec NOS
66.69,6669,Other partial salpingectomy,Partial salpingectom NEC
66.71,6671,Simple suture of fallopian tube,Simpl suture fallop tube
66.72,6672,Salpingo-oophorostomy,Salpingo-oophorostomy
66.73,6673,Salpingo-salpingostomy,Salpingo-salpingostomy
66.74,6674,Salpingo-uterostomy,Salpingo-uterostomy
66.79,6679,Other repair of fallopian tube,Fallop tube repair NEC
6.68,668,Insufflation of fallopian tube,Fallopian tube insufflat
66.91,6691,Aspiration of fallopian tube,Fallopian tube aspirat
66.92,6692,Unilateral destruction or occlusion of fallopian tube,Unilat fallop tube destr
66.93,6693,Implantation or replacement of prosthesis of fallopian tube,Impl fallop tube prosth
66.94,6694,Removal of prosthesis of fallopian tube,Remov fallop tube prosth
66.95,6695,Insufflation of therapeutic agent into fallopian tubes,Blow therapeut into tube
66.96,6696,Dilation of fallopian tube,Fallopian tube dilation
66.97,6697,Burying of fimbriae in uterine wall,Bury fimbriae in uterus
66.99,6699,Other operations on fallopian tubes,Fallopian tube op NEC
6.7,670,Dilation of cervical canal,Cervical canal dilation
67.11,6711,Endocervical biopsy,Endocervical biopsy
67.12,6712,Other cervical biopsy,Cervical biopsy NEC
67.19,6719,Other diagnostic procedures on cervix,Cervical dx procedur NEC
6.72,672,Conization of cervix,Conization of cervix
67.31,6731,Marsupialization of cervical cyst,Cervical cyst marsupial
67.32,6732,Destruction of lesion of cervix by cauterization,Cervical les cauterizat
67.33,6733,Destruction of lesion of cervix by cryosurgery,Cervical les cryotherapy
67.39,6739,Other excision or destruction of lesion or tissue of cervix,Cervical les destruc NEC
6.74,674,Amputation of cervix,Amputation of cervix
67.51,6751,Transabdominal cerclage of cervix,Transab cerclage cervix
67.59,6759,Other repair of internal cervical os,Oth rep int cervical os
67.61,6761,Suture of laceration of cervix,Suture cervical lacerat
67.62,6762,Repair of fistula of cervix,Cervical fistula repair
67.69,6769,Other repair of cervix,Cervical repair NEC
6.8,680,Hysterotomy,Hysterotomy
68.11,6811,Digital examination of uterus,Digital exam of uterus
68.12,6812,Hysteroscopy,Hysteroscopy
68.13,6813,Open biopsy of uterus,Open uterine biopsy
68.14,6814,Open biopsy of uterine ligaments,Open uterine ligament bx
68.15,6815,Closed biopsy of uterine ligaments,Clos uterine ligament bx
68.16,6816,Closed biopsy of uterus,Closed uterine biopsy
68.19,6819,Other diagnostic procedures on uterus and supporting structures,Uterus/adnex dx proc NEC
68.21,6821,Division of endometrial synechiae,Endomet synechiae divis
68.22,6822,Incision or excision of congenital septum of uterus,Incision uterine septum
68.23,6823,Endometrial ablation,Endometrial ablation
68.24,6824,Uterine artery embolization [UAE] with coils,Uterine art emb w coils
68.25,6825,Uterine artery embolization [UAE] without coils,Uterine art emb w/o coil
68.29,6829,Other excision or destruction of lesion of uterus,Uterine les destruct NEC
68.31,6831,Laparoscopic supracervical hysterectomy [LSH],Lap scervic hysterectomy
68.39,6839,Other and unspecified subtotal abdominal hysterectomy,Subtotl abd hyst NEC/NOS
68.41,6841,Laparoscopic total abdominal hysterectomy,Lap total abdominal hyst
68.49,6849,Other and unspecified total abdominal hysterectomy,Total abd hyst NEC/NOS
68.51,6851,Laparoscopically assisted vaginal hysterectomy (LAVH),Lap ast vag hysterectomy
68.59,6859,Other and unspecified vaginal hysterectomy,Vag hysterectomy NEC/NOS
68.61,6861,Laparoscopic radical abdominal hysterectomy,Lap radical abdomnl hyst
68.69,6869,Other and unspecified radical abdominal hysterectomy,Radical abd hyst NEC/NOS
68.71,6871,Laparoscopic radical vaginal hysterectomy [LRVH],Lap radical vaginal hyst
68.79,6879,Other and unspecified radical vaginal hysterectomy,Radical vag hyst NEC/NOS
6.88,688,Pelvic evisceration,Pelvic evisceration
6.89,689,Other and unspecified hysterectomy,Hysterectomy NEC/NOS
69.01,6901,Dilation and curettage for termination of pregnancy,D & C for preg terminat
69.02,6902,Dilation and curettage following delivery or abortion,D & C post delivery
69.09,6909,Other dilation and curettage,D & C NEC
69.19,6919,Other excision or destruction of uterus and supporting structures,Destruc uter support NEC
69.21,6921,Interposition operation,Interposit op uterin lig
69.22,6922,Other uterine suspension,Uterine suspension NEC
69.23,6923,Vaginal repair of chronic inversion of uterus,Vag repair invers uterus
69.29,6929,Other repair of uterus and supporting structures,Uterus/adnexa repair NEC
6.93,693,Paracervical uterine denervation,Paracerv uterine denerv
69.41,6941,Suture of laceration of uterus,Suture uterine lacerat
69.42,6942,Closure of fistula of uterus,Closure uterine fistula
69.49,6949,Other repair of uterus,Uterine repair NEC
69.51,6951,Aspiration curettage of uterus for termination of pregnancy,Aspirat curet-preg termi
69.52,6952,Aspiration curettage following delivery or abortion,Aspirat curet-post deliv
69.59,6959,Other aspiration curettage of uterus,Aspir curett uterus NEC
6.96,696,Menstrual extraction or regulation,Menstrual extraction
6.97,697,Insertion of intrauterine contraceptive device,Insertion of iud
69.91,6991,Insertion of therapeutic device into uterus,Insert uterine device
69.92,6992,Artificial insemination,Artificial insemination
69.93,6993,Insertion of laminaria,Insertion of laminaria
69.94,6994,Manual replacement of inverted uterus,Man replace invert uter
69.95,6995,Incision of cervix,Incision of cervix
69.96,6996,Removal of cerclage material from cervix,Remove cervical cerclage
69.97,6997,Removal of other penetrating foreign body from cervix,Remove penetrat cerv FB
69.98,6998,Other operations on supporting structures of uterus,Uterine support op NEC
69.99,6999,Other operations on cervix and uterus,Uterine operation NEC
7,700,Culdocentesis,Culdocentesis
70.11,7011,Hymenotomy,Hymenotomy
70.12,7012,Culdotomy,Culdotomy
70.13,7013,Lysis of intraluminal adhesions of vagina,Intralum vag adhesiolys
70.14,7014,Other vaginotomy,Vaginotomy NEC
70.21,7021,Vaginoscopy,Vaginoscopy
70.22,7022,Culdoscopy,Culdoscopy
70.23,7023,Biopsy of cul-de-sac,Cul-de-sac biopsy
70.24,7024,Vaginal biopsy,Vaginal biopsy
70.29,7029,Other diagnostic procedures on vagina and cul-de-sac,Vagin/cul-de-sac dx NEC
70.31,7031,Hymenectomy,Hymenectomy
70.32,7032,Excision or destruction of lesion of cul-de-sac,Excis cul-de-sac lesion
70.33,7033,Excision or destruction of lesion of vagina,Excision vaginal lesion
7.04,704,Obliteration and total excision of vagina,Vaginal obliteration
70.5,7050,Repair of cystocele and rectocele,Cystocel/rectocel repair
70.51,7051,Repair of cystocele,Cystocele repair
70.52,7052,Repair of rectocele,Rectocele repair
70.53,7053,Repair of cystocele and rectocele with graft or prosthesis,Cysto & recto w grf/pros
70.54,7054,Repair of cystocele with graft or prosthesis,Rep cystocel w grft/pros
70.55,7055,Repair of rectocele with graft or prosthesis,Rep rectocele w grf/pros
70.61,7061,Vaginal construction,Vaginal construction
70.62,7062,Vaginal reconstruction,Vaginal reconstruction
70.63,7063,Vaginal construction with graft or prosthesis,Vaginal const w grf/pros
70.64,7064,Vaginal reconstruction with graft or prosthesis,Vag reconst w grft/pros
70.71,7071,Suture of laceration of vagina,Suture vagina laceration
70.72,7072,Repair of colovaginal fistula,Repair colovagin fistula
70.73,7073,Repair of rectovaginal fistula,Repair rectovag fistula
70.74,7074,Repair of other vaginoenteric fistula,Rep vaginoent fistul NEC
70.75,7075,Repair of other fistula of vagina,Repair vag fistula NEC
70.76,7076,Hymenorrhaphy,Hymenorrhaphy
70.77,7077,Vaginal suspension and fixation,Vaginal suspens & fixat
70.78,7078,Vaginal suspension and fixation with graft or prosthesis,Vag susp/fix w grft/pros
70.79,7079,Other repair of vagina,Vaginal repair NEC
7.08,708,Obliteration of vaginal vault,Vaginal vault obliterat
70.91,7091,Other operations on vagina,Vaginal operation NEC
70.92,7092,Other operations on cul-de-sac,Cul-de-sac operation NEC
70.93,7093,Other operations on cul-de-sac with graft or prosthesis,Cul-de-sac grf/pros NEC
70.94,7094,Insertion of biological graft,Insert biological graft
70.95,7095,Insertion of synthetic graft or prosthesis,Insert synth graft/prost
71.01,7101,Lysis of vulvar adhesions,Vulvar adhesiolysis
71.09,7109,Other incision of vulva and perineum,Incis vulva/perineum NEC
71.11,7111,Biopsy of vulva,Vulvar biopsy
71.19,7119,Other diagnostic procedures on vulva,Vulvar diagnos proc NEC
71.21,7121,Percutaneous aspiration of Bartholin's gland (cyst),Percutan bartholin aspir
71.22,7122,Incision of Bartholin's gland (cyst),Incise bartholin's gland
71.23,7123,Marsupialization of Bartholin's gland (cyst),Bartholin gland marsup
71.24,7124,Excision or other destruction of Bartholin's gland (cyst),Destruc bartholin gland
71.29,7129,Other operations on Bartholin's gland,Bartholin's gland op NEC
7.13,713,Other local excision or destruction of vulva and perineum,Local vulvar excis NEC
7.14,714,Operations on clitoris,Operations on clitoris
7.15,715,Radical vulvectomy,Radical vulvectomy
71.61,7161,Unilateral vulvectomy,Unilateral vulvectomy
71.62,7162,Bilateral vulvectomy,Bilateral vulvectomy
71.71,7171,Suture of laceration of vulva or perineum,Suture vulvar laceration
71.72,7172,Repair of fistula of vulva or perineum,Repair vulvar fistula
71.79,7179,Other repair of vulva and perineum,Vulvar/perin repair NEC
7.18,718,Other operations on vulva,Other vulvar operations
7.19,719,Other operations on female genital organs,Other female genital ops
7.2,720,Low forceps operation,Low forceps operation
7.21,721,Low forceps operation with episiotomy,Low forceps w episiotomy
72.21,7221,Mid forceps operation with episiotomy,Mid forceps w episiotomy
72.29,7229,Other mid forceps operation,Mid forceps op NEC
72.31,7231,High forceps operation with episiotomy,High forceps w episiot
72.39,7239,Other high forceps operation,High forceps op NEC
7.24,724,Forceps rotation of fetal head,Forceps rotat fetal head
72.51,7251,Partial breech extraction with forceps to aftercoming head,Part brch extrac w forcp
72.52,7252,Other partial breech extraction,Part breech extract NEC
72.53,7253,Total breech extraction with forceps to aftercoming head,Tot brch extrac w forcep
72.54,7254,Other total breech extraction,Tot breech extrac NEC
7.26,726,Forceps application to aftercoming head,Forceps-aftercoming head
72.71,7271,Vacuum extraction with episiotomy,Vacuum ext del w episiot
72.79,7279,Other vacuum extraction,Vacuum extract del NEC
7.28,728,Other specified instrumental delivery,Instrument delivery NEC
7.29,729,Unspecified instrumental delivery,Instrument delivery NOS
73.01,7301,Induction of labor by artificial rupture of membranes,Induct labor-rupt memb
73.09,7309,Other artificial rupture of membranes,Artif rupt membranes NEC
7.31,731,Other surgical induction of labor,Surg induct labor NEC
73.21,7321,Internal and combined version without extraction,Int/comb version no extr
73.22,7322,Internal and combined version with extraction,Int/comb version w extr
7.33,733,Failed forceps,Failed forceps
7.34,734,Medical induction of labor,Medical induction labor
73.51,7351,Manual rotation of fetal head,Manual rotat fetal head
73.59,7359,Other manually assisted delivery,Manual assist deliv NEC
7.36,736,Episiotomy,Episiotomy
7.38,738,Operations on fetus to facilitate delivery,Fetal ops-facilitate del
73.91,7391,External version assisting delivery,Ext version-assist deliv
73.92,7392,Replacement of prolapsed umbilical cord,Replace prolapsed cord
73.93,7393,Incision of cervix to assist delivery,Incis cx to assist deliv
73.94,7394,Pubiotomy to assist delivery,Pubiotomy to assist del
73.99,7399,Other operations assisting delivery,Ops assisting deliv NEC
7.4,740,Classical cesarean section,Classical c-section
7.41,741,Low cervical cesarean section,Low cervical c-section
7.42,742,Extraperitoneal cesarean section,Extraperitoneal c-sect
7.43,743,Removal of extratubal ectopic pregnancy,Rem extratub ectop preg
7.44,744,Cesarean section of other specified type,Cesarean section NEC
74.91,7491,Hysterotomy to terminate pregnancy,Hysterotomy to termin pg
74.99,7499,Other cesarean section of unspecified type,Cesarean section NOS
7.5,750,Intra-amniotic injection for abortion,Intra-amnion inj for ab
7.51,751,Diagnostic amniocentesis,Diagnostic amniocentesis
7.52,752,Intrauterine transfusion,Intrauterine transfusion
75.31,7531,Amnioscopy,Amnioscopy
75.32,7532,Fetal EKG (scalp),Fetal ekg
75.33,7533,Fetal blood sampling and biopsy,Fetal blood sample/bx
75.34,7534,Other fetal monitoring,Other fetal monitoring
75.35,7535,Other diagnostic procedures on fetus and amnion,Dx proc fetus/amnion NEC
75.36,7536,Correction of fetal defect,Correction fetal defect
75.37,7537,Amnioinfusion,Amnioinfusion
75.38,7538,Fetal pulse oximetry,Fetal pulse oximetry
7.54,754,Manual removal of retained placenta,Manual removal-placenta
75.5,7550,"Repair of current obstetric laceration of uterus, not otherwise specified",Repair ob lac uterus NOS
75.51,7551,Repair of current obstetric laceration of cervix,Repair ob lacerat cervix
75.52,7552,Repair of current obstetric laceration of corpus uteri,Repair ob lac corp uteri
75.61,7561,Repair of current obstetric laceration of bladder and urethra,Repair ob lac blad/ureth
75.62,7562,Repair of current obstetric laceration of rectum and sphincter ani,Repair ob lac rect/anus
75.69,7569,Repair of other current obstetric laceration,Repair ob laceration NEC
7.57,757,"Manual exploration of uterine cavity, postpartum",Manual explor uterus p/p
7.58,758,Obstetric tamponade of uterus or vagina,Ob tamponade uterus/vag
75.91,7591,Evacuation of obstetrical incisional hematoma of perineum,Evac ob inc hemat perin
75.92,7592,Evacuation of other hematoma of vulva or vagina,Evac ob hemat vulva/vag
75.93,7593,Surgical correction of inverted uterus,Surg corr invert uterus
75.94,7594,Immediate postpartum manual replacement of inverted uterus,Man replac invert uterus
75.99,7599,Other obstetric operations,Obstetric operation NEC
76.01,7601,Sequestrectomy of facial bone,Facial bone sequestrect
76.09,7609,Other incision of facial bone,Facial bone incision NEC
76.11,7611,Biopsy of facial bone,Facial bone biopsy
76.19,7619,Other diagnostic procedures on facial bones and joints,Facial bone dx proc NEC
7.62,762,Local excision or destruction of lesion of facial bone,Destruct facial bone les
76.31,7631,Partial mandibulectomy,Partial mandibulectomy
76.39,7639,Partial ostectomy of other facial bone,Part facial ostectom NEC
76.41,7641,Total mandibulectomy with synchronous reconstruction,Tot mandibulec w reconst
76.42,7642,Other total mandibulectomy,Total mandibulectomy NEC
76.43,7643,Other reconstruction of mandible,Mandibular reconst NEC
76.44,7644,Total ostectomy of other facial bone with synchronous reconstruction,Tot face ostect w recons
76.45,7645,Other total ostectomy of other facial bone,Tot face bone ostect NEC
76.46,7646,Other reconstruction of other facial bone,Facial bone reconstr NEC
7.65,765,Temporomandibular arthroplasty,Temporomand arthroplasty
76.61,7661,Closed osteoplasty [osteotomy] of mandibular ramus,Cl osteoplasty mand rami
76.62,7662,Open osteoplasty [osteotomy] of mandibular ramus,Open osteoplas mand rami
76.63,7663,Osteoplasty [osteotomy] of body of mandible,Osteoplasty mandible bdy
76.64,7664,Other orthognathic surgery on mandible,Mand orthognathic op NEC
76.65,7665,Segmental osteoplasty [osteotomy] of maxilla,Seg osteoplasty maxilla
76.66,7666,Total osteoplasty [osteotomy] of maxilla,Tot osteoplasty maxilla
76.67,7667,Reduction genioplasty,Reduction genioplasty
76.68,7668,Augmentation genioplasty,Augmentation genioplasty
76.69,7669,Other facial bone repair,Facial bone repair NEC
76.7,7670,"Reduction of facial fracture, not otherwise specified",Reduction facial fx NOS
76.71,7671,Closed reduction of malar and zygomatic fracture,Cl reduct malar/zygo fx
76.72,7672,Open reduction of malar and zygomatic fracture,Opn reduct malar/zygo fx
76.73,7673,Closed reduction of maxillary fracture,Cl reduct maxillary fx
76.74,7674,Open reduction of maxillary fracture,Open reduct maxillary fx
76.75,7675,Closed reduction of mandibular fracture,Cl reduct mandible fx
76.76,7676,Open reduction of mandibular fracture,Open reduct mandible fx
76.77,7677,Open reduction of alveolar fracture,Open reduct alveolar fx
76.78,7678,Other closed reduction of facial fracture,Cl reduct facial fx NEC
76.79,7679,Other open reduction of facial fracture,Open reduct face fx NEC
76.91,7691,Bone graft to facial bone,Bone graft to face bone
76.92,7692,Insertion of synthetic implant in facial bone,Syn implant to face bone
76.93,7693,Closed reduction of temporomandibular dislocation,Clos reduct tm dislocat
76.94,7694,Open reduction of temporomandibular dislocation,Open reduct tm dislocat
76.95,7695,Other manipulation of temporomandibular joint,Tm manipulation NEC
76.96,7696,Injection of therapeutic substance into temporomandibular joint,Injec therap sbst tm jnt
76.97,7697,Removal of internal fixation device from facial bone,Remove int fix face bone
76.99,7699,Other operations on facial bones and joints,Facial bone/jnt op NEC
77,7700,"Sequestrectomy, unspecified site",Sequestrectomy NOS
77.01,7701,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]",Chest cage sequestrec
77.02,7702,"Sequestrectomy, humerus",Humerus sequestrectomy
77.03,7703,"Sequestrectomy, radius and ulna",Radius & ulna sequestrec
77.04,7704,"Sequestrectomy, carpals and metacarpals",Metacarp/carp sequestrec
77.05,7705,"Sequestrectomy, femur",Femoral sequestrectomy
77.06,7706,"Sequestrectomy, patella",Patellar sequestrectomy
77.07,7707,"Sequestrectomy, tibia and fibula",Tibia/fibula sequestrec
77.08,7708,"Sequestrectomy, tarsals and metatarsals",Metatar/tar sequestrec
77.09,7709,"Sequestrectomy, other bones",Sequestrectomy NEC
77.1,7710,"Other incision of bone without division, unspecified site",Other bone incision NOS
77.11,7711,"Other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum]",Other chest cage incis
77.12,7712,"Other incision of bone without division, humerus",Other humerus incision
77.13,7713,"Other incision of bone without division, radius and ulna",Other radius/ulna incis
77.14,7714,"Other incision of bone without division, carpals and metacarpals",Oth metacarp/carp incis
77.15,7715,"Other incision of bone without division, femur",Other femoral incision
77.16,7716,"Other incision of bone without division, patella",Other patellar incision
77.17,7717,"Other incision of bone without division, tibia and fibula",Other tibia/fibula incis
77.18,7718,"Other incision of bone without division, tarsals and metatarsals",Oth metatars/tars incis
77.19,7719,"Other incision of bone without division, other bones",Bone incis w/o div NEC
77.2,7720,"Wedge osteotomy, unspecified site",Wedge osteotomy NOS
77.21,7721,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum]",Chest cage wedg osteotom
77.22,7722,"Wedge osteotomy, humerus",Humerus wedge osteotomy
77.23,7723,"Wedge osteotomy, radius and ulna",Radius/ulna wedg osteoto
77.24,7724,"Wedge osteotomy, carpals and metacarpals",Metacar/car wedg osteoto
77.25,7725,"Wedge osteotomy, femur",Femoral wedge osteotomy
77.26,7726,"Wedge osteotomy, patella",Patellar wedge osteotomy
77.27,7727,"Wedge osteotomy, tibia and fibula",Tibia/fibul wedg osteot
77.28,7728,"Wedge osteotomy, tarsals and metatarsals",Metatar/tar wedg osteot
77.29,7729,"Wedge osteotomy, other bones",Wedge osteotomy NEC
77.3,7730,"Other division of bone, unspecified site",Other bone division NOS
77.31,7731,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum]",Chest cage bone div NEC
77.32,7732,"Other division of bone, humerus",Humerus division NEC
77.33,7733,"Other division of bone, radius and ulna",Radius/ulna division NEC
77.34,7734,"Other division of bone, carpals and metacarpals",Metacar/car division NEC
77.35,7735,"Other division of bone, femur",Femoral division NEC
77.36,7736,"Other division of bone, patella",Patellar division NEC
77.37,7737,"Other division of bone, tibia and fibula",Tibia/fibula div NEC
77.38,7738,"Other division of bone, tarsals and metatarsals",Metatar/tar division NEC
77.39,7739,"Other division of bone, other bones",Bone division NEC
77.4,7740,"Biopsy of bone, unspecified site",Bone biopsy NOS
77.41,7741,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum]",Chest cage bone biopsy
77.42,7742,"Biopsy of bone, humerus",Humerus biopsy
77.43,7743,"Biopsy of bone, radius and ulna",Radius & ulna biopsy
